u_i;p;M;L;l.1
8247;10002;632;834;833
8297;10002;632;1667;1666
8348;10002;632;1666;1666
8398;10002;632;1666;1666
8448;10002;632;833;833
8499;10002;632;834;833
8549;10002;632;1667;1666
8599;10002;632;1667;1666
8649;10002;632;834;833
8700;10002;632;833;833
8750;10002;632;1666;1666
8800;10002;632;1666;1666
8851;10002;632;1667;1666
8901;10002;632;834;833
8951;10002;632;1667;1666
9001;10002;632;1667;1666
9052;10002;632;1666;1666
9102;10002;632;833;833
9152;10002;632;1666;1666
9202;10002;632;1666;1666
9253;10002;632;1667;1666
9303;10002;632;834;833
9353;10002;632;1667;1666
9404;10002;632;1666;1666
9454;10002;632;1666;1666
9504;10002;632;833;833
9554;10002;632;1666;1666
9605;10002;632;1667;1666
9655;10002;632;1667;1666
9705;10002;632;834;833
9756;10002;632;833;833
9806;10002;632;1666;1666
9856;10002;632;1666;1666
9906;10002;632;833;833
9957;10002;632;834;833
1;10003;632;357;357
51;10003;632;357;357
102;10003;632;357;357
152;10003;632;357;357
202;10003;632;357;357
252;10003;632;357;357
303;10003;632;357;357
353;10003;632;357;357
403;10003;632;357;357
454;10003;632;357;357
504;10003;632;357;357
554;10003;632;357;357
604;10003;632;357;357
655;10003;632;357;357
705;10003;632;357;357
755;10003;632;357;357
806;10003;632;357;357
856;10003;632;357;357
906;10003;632;357;357
956;10003;632;357;357
1007;10003;632;357;357
1057;10003;632;357;357
1107;10003;632;357;357
1157;10003;632;357;357
1208;10003;632;357;357
1258;10003;632;357;357
1308;10003;632;357;357
1359;10003;632;357;357
1409;10003;632;357;357
1459;10003;632;357;357
1509;10003;632;357;357
1560;10003;632;357;357
1610;10003;632;357;357
1660;10003;632;357;357
1711;10003;632;357;357
1761;10003;632;357;357
1811;10003;632;357;357
1861;10003;632;357;357
1912;10003;632;357;357
1962;10003;632;357;357
2012;10003;632;357;357
2063;10003;632;357;357
2113;10003;632;357;357
2163;10003;632;357;357
2213;10003;632;357;357
2264;10003;632;357;357
2314;10003;632;357;357
2364;10003;632;357;357
2415;10003;632;357;357
2465;10003;632;357;357
2515;10003;632;357;357
2565;10003;632;357;357
2616;10003;632;357;357
2666;10003;632;357;357
2716;10003;632;357;357
2766;10003;632;357;357
2817;10003;632;357;357
2867;10003;632;357;357
2917;10003;632;357;357
2968;10003;632;357;357
3018;10003;632;357;357
3068;10003;632;357;357
3118;10003;632;357;357
3169;10003;632;357;357
3219;10003;632;357;357
3269;10003;632;357;357
3320;10003;632;357;357
3370;10003;632;357;357
3420;10003;632;357;357
3470;10003;632;357;357
3521;10003;632;357;357
3571;10003;632;357;357
3621;10003;632;357;357
3672;10003;632;357;357
3722;10003;632;357;357
3772;10003;632;357;357
3822;10003;632;357;357
3873;10003;632;357;357
3923;10003;632;357;357
3973;10003;632;357;357
4024;10003;632;357;357
4074;10003;632;357;357
4124;10003;632;357;357
4174;10003;632;357;357
4225;10003;632;357;357
4275;10003;632;357;357
4325;10003;632;357;357
4375;10003;632;357;357
4426;10003;632;357;357
4476;10003;632;357;357
4526;10003;632;357;357
4577;10003;632;357;357
4627;10003;632;357;357
4677;10003;632;357;357
4727;10003;632;357;357
4778;10003;632;357;357
4828;10003;632;357;357
4878;10003;632;357;357
4929;10003;632;357;357
4979;10003;632;357;357
5029;10003;632;357;357
5079;10003;632;357;357
5130;10003;632;357;357
5180;10003;632;357;357
5230;10003;632;357;357
5281;10003;632;357;357
5331;10003;632;357;357
5381;10003;632;357;357
5431;10003;632;357;357
5482;10003;632;357;357
5532;10003;632;357;357
5582;10003;632;357;357
5633;10003;632;357;357
5683;10003;632;357;357
5733;10003;632;357;357
5783;10003;632;357;357
5834;10003;632;357;357
5884;10003;632;357;357
5934;10003;632;357;357
5984;10003;632;357;357
6035;10003;632;357;357
6085;10003;632;357;357
6135;10003;632;357;357
6186;10003;632;357;357
6236;10003;632;357;357
6286;10003;632;357;357
6336;10003;632;357;357
6387;10003;632;357;357
6437;10003;632;357;357
6487;10003;632;357;357
6538;10003;632;357;357
6588;10003;632;357;357
6638;10003;632;357;357
6688;10003;632;357;357
6739;10003;632;357;357
6789;10003;632;357;357
6839;10003;632;357;357
6890;10003;632;357;357
6940;10003;632;357;357
6990;10003;632;357;357
7040;10003;632;357;357
7091;10003;632;357;357
7141;10003;632;357;357
7191;10003;632;357;357
7242;10003;632;357;357
7292;10003;632;357;357
7342;10003;632;357;357
7392;10003;632;357;357
7443;10003;632;357;357
7493;10003;632;357;357
7543;10003;632;357;357
7593;10003;632;357;357
7644;10003;632;357;357
7694;10003;632;357;357
7744;10003;632;357;357
7795;10003;632;357;357
7845;10003;632;357;357
7895;10003;632;357;357
7945;10003;632;357;357
7996;10003;632;357;357
8046;10003;632;357;357
8096;10003;632;357;357
8147;10003;632;357;357
8197;10003;632;357;357
8247;10003;632;357;357
8297;10003;632;357;357
8348;10003;632;357;357
8398;10003;632;357;357
8448;10003;632;357;357
8499;10003;632;357;357
8549;10003;632;357;357
8599;10003;632;357;357
8649;10003;632;357;357
8700;10003;632;357;357
8750;10003;632;357;357
8800;10003;632;357;357
8851;10003;632;357;357
8901;10003;632;357;357
8951;10003;632;357;357
9001;10003;632;357;357
9052;10003;632;357;357
9102;10003;632;357;357
9152;10003;632;357;357
9202;10003;632;357;357
9253;10003;632;357;357
9303;10003;632;357;357
9353;10003;632;357;357
9404;10003;632;357;357
9454;10003;632;357;357
9504;10003;632;357;357
9554;10003;632;357;357
9605;10003;632;357;357
9655;10003;632;357;357
9705;10003;632;357;357
9756;10003;632;357;357
9806;10003;632;357;357
9856;10003;632;357;357
9906;10003;632;357;357
9957;10003;632;357;357
1;10004;632;121;120
51;10004;632;121;120
102;10004;632;121;120
152;10004;632;120;120
202;10004;632;121;120
252;10004;632;120;120
303;10004;632;121;120
353;10004;632;121;120
403;10004;632;121;120
454;10004;632;121;120
504;10004;632;120;120
554;10004;632;121;120
604;10004;632;120;120
655;10004;632;121;120
705;10004;632;121;120
755;10004;632;121;120
806;10004;632;121;120
856;10004;632;120;120
906;10004;632;121;120
956;10004;632;120;120
1007;10004;632;121;120
1057;10004;632;121;120
1107;10004;632;16;15
1157;10004;632;121;120
1208;10004;632;120;120
1258;10004;632;121;120
1308;10004;632;120;120
1359;10004;632;121;120
1409;10004;632;121;120
1459;10004;632;121;120
1509;10004;632;121;120
1560;10004;632;120;120
1610;10004;632;121;120
1660;10004;632;120;120
1711;10004;632;121;120
1761;10004;632;121;120
1811;10004;632;121;120
1861;10004;632;121;120
1912;10004;632;120;120
1962;10004;632;121;120
2012;10004;632;120;120
2063;10004;632;121;120
2113;10004;632;121;120
2163;10004;632;121;120
2213;10004;632;121;120
2264;10004;632;120;120
2314;10004;632;121;120
2364;10004;632;120;120
2415;10004;632;121;120
2465;10004;632;121;120
2515;10004;632;121;120
2565;10004;632;121;120
2616;10004;632;120;120
2666;10004;632;121;120
2716;10004;632;120;120
2766;10004;632;121;120
2817;10004;632;121;120
2867;10004;632;41;40
2917;10004;632;121;120
2968;10004;632;120;120
3018;10004;632;121;120
3068;10004;632;120;120
3118;10004;632;121;120
3169;10004;632;121;120
3219;10004;632;121;120
3269;10004;632;121;120
3320;10004;632;120;120
3370;10004;632;121;120
3420;10004;632;120;120
3470;10004;632;121;120
3521;10004;632;121;120
3571;10004;632;121;120
3621;10004;632;121;120
3672;10004;632;120;120
3722;10004;632;121;120
3772;10004;632;15;15
3822;10004;632;121;120
3873;10004;632;121;120
3923;10004;632;121;120
3973;10004;632;121;120
4024;10004;632;120;120
4074;10004;632;121;120
4124;10004;632;120;120
4174;10004;632;121;120
4225;10004;632;121;120
4275;10004;632;121;120
4325;10004;632;121;120
4375;10004;632;121;120
4426;10004;632;121;120
4476;10004;632;120;120
4526;10004;632;121;120
4577;10004;632;121;120
4627;10004;632;121;120
4677;10004;632;121;120
4727;10004;632;121;120
4778;10004;632;121;120
4828;10004;632;120;120
4878;10004;632;121;120
4929;10004;632;121;120
4979;10004;632;121;120
5029;10004;632;121;120
5079;10004;632;121;120
5130;10004;632;121;120
5180;10004;632;120;120
5230;10004;632;121;120
5281;10004;632;121;120
5331;10004;632;121;120
5381;10004;632;121;120
5431;10004;632;121;120
5482;10004;632;121;120
5532;10004;632;120;120
5582;10004;632;121;120
5633;10004;632;121;120
5683;10004;632;121;120
5733;10004;632;121;120
5783;10004;632;121;120
5834;10004;632;121;120
5884;10004;632;120;120
5934;10004;632;121;120
5984;10004;632;120;120
6035;10004;632;121;120
6085;10004;632;121;120
6135;10004;632;121;120
6186;10004;632;121;120
6236;10004;632;120;120
6286;10004;632;121;120
6336;10004;632;120;120
6387;10004;632;121;120
6437;10004;632;16;15
6487;10004;632;121;120
6538;10004;632;121;120
6588;10004;632;40;40
6638;10004;632;121;120
6688;10004;632;120;120
6739;10004;632;121;120
6789;10004;632;121;120
6839;10004;632;121;120
6890;10004;632;121;120
6940;10004;632;120;120
6990;10004;632;121;120
7040;10004;632;120;120
7091;10004;632;121;120
7141;10004;632;121;120
7191;10004;632;121;120
7242;10004;632;121;120
7292;10004;632;120;120
7342;10004;632;121;120
7392;10004;632;120;120
7443;10004;632;121;120
7493;10004;632;121;120
7543;10004;632;121;120
7593;10004;632;121;120
7644;10004;632;120;120
7694;10004;632;121;120
7744;10004;632;120;120
7795;10004;632;121;120
7845;10004;632;121;120
7895;10004;632;121;120
7945;10004;632;121;120
7996;10004;632;120;120
8046;10004;632;121;120
8096;10004;632;120;120
8147;10004;632;121;120
8197;10004;632;121;120
8247;10004;632;121;120
8297;10004;632;121;120
8348;10004;632;120;120
8398;10004;632;121;120
8448;10004;632;120;120
8499;10004;632;121;120
8549;10004;632;121;120
8599;10004;632;121;120
8649;10004;632;121;120
8700;10004;632;120;120
8750;10004;632;121;120
8800;10004;632;120;120
8851;10004;632;121;120
8901;10004;632;121;120
8951;10004;632;121;120
9001;10004;632;121;120
9052;10004;632;120;120
9102;10004;632;16;15
9152;10004;632;120;120
9202;10004;632;121;120
9253;10004;632;121;120
9303;10004;632;121;120
9353;10004;632;121;120
9404;10004;632;120;120
9454;10004;632;121;120
9504;10004;632;120;120
9554;10004;632;121;120
9605;10004;632;121;120
9655;10004;632;121;120
9705;10004;632;121;120
9756;10004;632;120;120
9806;10004;632;121;120
9856;10004;632;120;120
9906;10004;632;121;120
9957;10004;632;121;120
1;10005;632;308;308
51;10005;632;308;308
102;10005;632;308;308
152;10005;632;308;308
202;10005;632;308;308
252;10005;632;308;308
303;10005;632;308;308
353;10005;632;308;308
403;10005;632;308;308
454;10005;632;308;308
504;10005;632;308;308
554;10005;632;308;308
604;10005;632;308;308
655;10005;632;154;154
705;10005;632;154;154
755;10005;632;154;154
806;10005;632;308;308
856;10005;632;308;308
906;10005;632;308;308
956;10005;632;308;308
1007;10005;632;308;308
1057;10005;632;308;308
1107;10005;632;308;308
1157;10005;632;308;308
1208;10005;632;308;308
1258;10005;632;308;308
1308;10005;632;308;308
1359;10005;632;308;308
1409;10005;632;308;308
1459;10005;632;308;308
1509;10005;632;308;308
1560;10005;632;154;154
1610;10005;632;14;14
1660;10005;632;154;154
1711;10005;632;44;44
1761;10005;632;308;308
1811;10005;632;308;308
1861;10005;632;308;308
1912;10005;632;308;308
1962;10005;632;308;308
2012;10005;632;308;308
2063;10005;632;308;308
2113;10005;632;308;308
2163;10005;632;308;308
2213;10005;632;308;308
2264;10005;632;308;308
2314;10005;632;308;308
2364;10005;632;308;308
2415;10005;632;7;7
2465;10005;632;22;22
2515;10005;632;154;154
2565;10005;632;154;154
2616;10005;632;308;308
2666;10005;632;308;308
2716;10005;632;308;308
2766;10005;632;308;308
2817;10005;632;308;308
2867;10005;632;308;308
2917;10005;632;308;308
2968;10005;632;308;308
3018;10005;632;308;308
3068;10005;632;308;308
3118;10005;632;308;308
3169;10005;632;308;308
3219;10005;632;44;44
3269;10005;632;308;308
3320;10005;632;154;154
3370;10005;632;154;154
3420;10005;632;154;154
3470;10005;632;154;154
3521;10005;632;308;308
3571;10005;632;308;308
3621;10005;632;308;308
3672;10005;632;308;308
3722;10005;632;308;308
3772;10005;632;28;28
3822;10005;632;308;308
3873;10005;632;308;308
3923;10005;632;308;308
3973;10005;632;44;44
4024;10005;632;308;308
4074;10005;632;308;308
4124;10005;632;308;308
4174;10005;632;308;308
4225;10005;632;154;154
4275;10005;632;154;154
4325;10005;632;154;154
4375;10005;632;154;154
4426;10005;632;308;308
4476;10005;632;308;308
4526;10005;632;308;308
4577;10005;632;28;28
4627;10005;632;308;308
4677;10005;632;308;308
4727;10005;632;44;44
4778;10005;632;308;308
4828;10005;632;308;308
4878;10005;632;308;308
4929;10005;632;308;308
4979;10005;632;308;308
5029;10005;632;308;308
5079;10005;632;308;308
5130;10005;632;154;154
5180;10005;632;154;154
5230;10005;632;154;154
5281;10005;632;308;308
5331;10005;632;308;308
5381;10005;632;308;308
5431;10005;632;308;308
5482;10005;632;308;308
5532;10005;632;308;308
5582;10005;632;308;308
5633;10005;632;308;308
5683;10005;632;308;308
5733;10005;632;308;308
5783;10005;632;308;308
5834;10005;632;308;308
5884;10005;632;308;308
5934;10005;632;28;28
5984;10005;632;308;308
6035;10005;632;154;154
6085;10005;632;154;154
6135;10005;632;154;154
6186;10005;632;308;308
6236;10005;632;308;308
6286;10005;632;308;308
6336;10005;632;308;308
6387;10005;632;308;308
6437;10005;632;308;308
6487;10005;632;308;308
6538;10005;632;308;308
6588;10005;632;308;308
6638;10005;632;308;308
6688;10005;632;308;308
6739;10005;632;28;28
6789;10005;632;308;308
6839;10005;632;308;308
6890;10005;632;154;154
6940;10005;632;154;154
6990;10005;632;154;154
7040;10005;632;154;154
7091;10005;632;308;308
7141;10005;632;308;308
7191;10005;632;308;308
7242;10005;632;308;308
7292;10005;632;308;308
7342;10005;632;308;308
7392;10005;632;308;308
7443;10005;632;308;308
7493;10005;632;308;308
7543;10005;632;308;308
7593;10005;632;308;308
7644;10005;632;308;308
7694;10005;632;308;308
7744;10005;632;308;308
7795;10005;632;154;154
7845;10005;632;154;154
7895;10005;632;154;154
7945;10005;632;154;154
7996;10005;632;308;308
8046;10005;632;308;308
8096;10005;632;28;28
8147;10005;632;308;308
8197;10005;632;308;308
8247;10005;632;308;308
8297;10005;632;308;308
8348;10005;632;308;308
8398;10005;632;308;308
8448;10005;632;308;308
8499;10005;632;308;308
8549;10005;632;308;308
8599;10005;632;308;308
8649;10005;632;308;308
8700;10005;632;22;22
8750;10005;632;154;154
8800;10005;632;154;154
8851;10005;632;308;308
8901;10005;632;28;28
8951;10005;632;308;308
9001;10005;632;308;308
9052;10005;632;308;308
9102;10005;632;308;308
9152;10005;632;308;308
9202;10005;632;308;308
9253;10005;632;308;308
9303;10005;632;308;308
9353;10005;632;308;308
9404;10005;632;308;308
9454;10005;632;44;44
9504;10005;632;308;308
9554;10005;632;308;308
9605;10005;632;154;154
9655;10005;632;154;154
9705;10005;632;154;154
9756;10005;632;308;308
9806;10005;632;308;308
9856;10005;632;308;308
9906;10005;632;308;308
9957;10005;632;308;308
1;10006;632;2502;2501
51;10006;632;2502;2501
102;10006;632;2501;2501
152;10006;632;2501;2501
202;10006;632;2501;2501
252;10006;632;2501;2501
303;10006;632;2502;2501
353;10006;632;2502;2501
403;10006;632;2502;2501
454;10006;632;2501;2501
504;10006;632;2501;2501
554;10006;632;2501;2501
604;10006;632;2501;2501
655;10006;632;2502;2501
705;10006;632;2502;2501
755;10006;632;2502;2501
806;10006;632;2501;2501
856;10006;632;2501;2501
906;10006;632;2501;2501
956;10006;632;2501;2501
1007;10006;632;2502;2501
1057;10006;632;2502;2501
1107;10006;632;2502;2501
1157;10006;632;2502;2501
1208;10006;632;2501;2501
1258;10006;632;2501;2501
1308;10006;632;2501;2501
1359;10006;632;2502;2501
1409;10006;632;2502;2501
1459;10006;632;2502;2501
1509;10006;632;2502;2501
1560;10006;632;2501;2501
1610;10006;632;2501;2501
1660;10006;632;2501;2501
1711;10006;632;2502;2501
1761;10006;632;2502;2501
1811;10006;632;2502;2501
1861;10006;632;2502;2501
1912;10006;632;2501;2501
1962;10006;632;2501;2501
2012;10006;632;2501;2501
2063;10006;632;2502;2501
2113;10006;632;2502;2501
2163;10006;632;2502;2501
2213;10006;632;2502;2501
2264;10006;632;2501;2501
2314;10006;632;2501;2501
2364;10006;632;2501;2501
2415;10006;632;2502;2501
2465;10006;632;2502;2501
2515;10006;632;2502;2501
2565;10006;632;2502;2501
2616;10006;632;2501;2501
2666;10006;632;2501;2501
2716;10006;632;2501;2501
2766;10006;632;2501;2501
2817;10006;632;2502;2501
2867;10006;632;2502;2501
2917;10006;632;2502;2501
2968;10006;632;2501;2501
3018;10006;632;2501;2501
3068;10006;632;2501;2501
3118;10006;632;2501;2501
3169;10006;632;2502;2501
3219;10006;632;2502;2501
3269;10006;632;2502;2501
3320;10006;632;2501;2501
3370;10006;632;2501;2501
3420;10006;632;2501;2501
3470;10006;632;2501;2501
3521;10006;632;2502;2501
3571;10006;632;2502;2501
3621;10006;632;2502;2501
3672;10006;632;2501;2501
3722;10006;632;2501;2501
3772;10006;632;2501;2501
3822;10006;632;2501;2501
3873;10006;632;2502;2501
3923;10006;632;2502;2501
3973;10006;632;2502;2501
4024;10006;632;2501;2501
4074;10006;632;2501;2501
4124;10006;632;2501;2501
4174;10006;632;2501;2501
4225;10006;632;2502;2501
4275;10006;632;2502;2501
4325;10006;632;2502;2501
4375;10006;632;2502;2501
4426;10006;632;2501;2501
4476;10006;632;2501;2501
4526;10006;632;2501;2501
4577;10006;632;2502;2501
4627;10006;632;2502;2501
4677;10006;632;2502;2501
4727;10006;632;2502;2501
4778;10006;632;2501;2501
4828;10006;632;2501;2501
4878;10006;632;2501;2501
4929;10006;632;2502;2501
4979;10006;632;2502;2501
5029;10006;632;2502;2501
5079;10006;632;2502;2501
5130;10006;632;2501;2501
5180;10006;632;2501;2501
5230;10006;632;2501;2501
5281;10006;632;2502;2501
5331;10006;632;2502;2501
5381;10006;632;2502;2501
5431;10006;632;2502;2501
5482;10006;632;2501;2501
5532;10006;632;2501;2501
5582;10006;632;2501;2501
5633;10006;632;2502;2501
5683;10006;632;2502;2501
5733;10006;632;2502;2501
5783;10006;632;2502;2501
5834;10006;632;2501;2501
5884;10006;632;2501;2501
5934;10006;632;2501;2501
5984;10006;632;2501;2501
6035;10006;632;2502;2501
6085;10006;632;2502;2501
6135;10006;632;2502;2501
6186;10006;632;2501;2501
6236;10006;632;2501;2501
6286;10006;632;2501;2501
6336;10006;632;2501;2501
6387;10006;632;2502;2501
6437;10006;632;2502;2501
6487;10006;632;2502;2501
6538;10006;632;2501;2501
6588;10006;632;2501;2501
6638;10006;632;2501;2501
6688;10006;632;2501;2501
6739;10006;632;2502;2501
6789;10006;632;2502;2501
6839;10006;632;2502;2501
6890;10006;632;2501;2501
6940;10006;632;2501;2501
6990;10006;632;2501;2501
7040;10006;632;2501;2501
7091;10006;632;2502;2501
7141;10006;632;2502;2501
7191;10006;632;2502;2501
7242;10006;632;2501;2501
7292;10006;632;2501;2501
7342;10006;632;2501;2501
7392;10006;632;2501;2501
7443;10006;632;2502;2501
7493;10006;632;2502;2501
7543;10006;632;2502;2501
7593;10006;632;2502;2501
7644;10006;632;2501;2501
7694;10006;632;2501;2501
7744;10006;632;2501;2501
7795;10006;632;2502;2501
7845;10006;632;2502;2501
7895;10006;632;2502;2501
7945;10006;632;2502;2501
7996;10006;632;2501;2501
8046;10006;632;2501;2501
8096;10006;632;2501;2501
8147;10006;632;2502;2501
8197;10006;632;2502;2501
8247;10006;632;2502;2501
8297;10006;632;2502;2501
8348;10006;632;2501;2501
8398;10006;632;2501;2501
8448;10006;632;2501;2501
8499;10006;632;2502;2501
8549;10006;632;2502;2501
8599;10006;632;2502;2501
8649;10006;632;2502;2501
8700;10006;632;2501;2501
8750;10006;632;2501;2501
8800;10006;632;2501;2501
8851;10006;632;2502;2501
8901;10006;632;2502;2501
8951;10006;632;2502;2501
9001;10006;632;2502;2501
9052;10006;632;2501;2501
9102;10006;632;2501;2501
9152;10006;632;2501;2501
9202;10006;632;2501;2501
9253;10006;632;2502;2501
9303;10006;632;2502;2501
9353;10006;632;2502;2501
9404;10006;632;2501;2501
9454;10006;632;2501;2501
9504;10006;632;2501;2501
9554;10006;632;2501;2501
9605;10006;632;2502;2501
9655;10006;632;2502;2501
9705;10006;632;2502;2501
9756;10006;632;2501;2501
9806;10006;632;2501;2501
9856;10006;632;2501;2501
9906;10006;632;2501;2501
9957;10006;632;2502;2501
1;10007;632;5003;5003
51;10007;632;5003;5003
102;10007;632;5003;5003
152;10007;632;5003;5003
202;10007;632;5003;5003
252;10007;632;5003;5003
303;10007;632;5003;5003
353;10007;632;5003;5003
403;10007;632;5003;5003
454;10007;632;5003;5003
